event_id,intention_id,event_date,event_type,hours_spent,note
1177,310,2025-03-31,CREATED,0.0,
1178,122,2024-02-11,CREATED,0.0,
1179,60,2023-11-09,RESEARCHED,0.7,
1180,137,2023-04-06,CREATED,0.0,
1181,214,2025-03-24,POSTPONED,0.0,No accountability
1182,160,2024-05-16,RESEARCHED,1.4,
1183,275,2024-05-31,ABANDONED,0.0,Lack of motivation
1184,177,2024-06-22,RESEARCHED,3.1,
1185,157,2025-01-10,RESEARCHED,0.6,
1186,312,2023-11-02,RESEARCHED,0.3,
1187,305,2024-07-04,ABANDONED,0.0,Perfectionism / fear of failure
1188,173,2023-09-05,CONTINUED,7.0,
1189,269,2025-06-18,RESEARCHED,1.7,
1190,39,2024-03-05,CONTINUED,0.0,
1191,101,2025-01-02,CONTINUED,5.8,
1192,9,2024-08-27,STARTED,0.0,
1193,15,2023-11-07,RESEARCHED,2.8,
1194,101,2024-12-06,STARTED,0.0,
1195,41,2025-04-06,CREATED,0.0,
1196,108,2025-03-16,STARTED,0.0,
1197,192,2024-01-25,CREATED,0.0,
1198,258,2024-03-09,ABANDONED,0.0,Blocked by dependency
1199,127,2024-04-26,PLANNED,0.0,
1200,85,2024-11-10,CREATED,0.0,
1201,95,2024-04-17,PLANNED,0.0,
1202,76,2023-08-17,CREATED,0.0,
1203,241,2023-04-23,PLANNED,0.0,
1204,234,2023-05-23,RESEARCHED,0.4,
1205,186,2025-04-19,CONTINUED,1.1,
1206,297,2024-01-21,CREATED,0.0,
1207,96,2024-01-11,CONTINUED,1.7,
1208,165,2024-12-29,RESEARCHED,1.4,
1209,57,2025-04-16,PLANNED,0.0,
1210,254,2023-01-30,CREATED,0.0,
1211,214,2025-05-24,CONTINUED,1.9,
1212,260,2023-02-20,CREATED,0.0,
1213,250,2024-09-26,RESEARCHED,0.7,
1214,100,2024-04-05,CREATED,0.0,
1215,85,2024-12-02,PLANNED,0.0,
1216,165,2025-02-01,CONTINUED,0.7,
1217,7,2023-06-20,RESEARCHED,0.0,
1218,155,2023-06-25,RESEARCHED,0.9,
1219,282,2023-06-01,CONTINUED,2.4,
1220,33,2025-07-02,PLANNED,0.0,
1221,20,2024-11-24,STARTED,0.0,
1222,258,2024-02-10,RESEARCHED,8.1,
1223,291,2024-02-01,CREATED,0.0,
1224,313,2023-07-29,POSTPONED,0.0,Unclear next step
1225,200,2024-12-16,STARTED,0.0,
1226,253,2023-08-20,CREATED,0.0,
1227,5,2024-09-12,RESEARCHED,1.1,
1228,102,2023-10-06,CREATED,0.0,
1229,287,2025-02-24,ABANDONED,0.0,No accountability
1230,123,2025-03-31,ABANDONED,0.0,Competing priorities
1231,13,2023-11-13,ABANDONED,0.0,Lost interest
1232,254,2023-03-26,RESEARCHED,1.3,
1233,165,2025-03-19,CONTINUED,5.0,
1234,80,2023-03-29,RESEARCHED,1.1,
1235,107,2023-12-27,CREATED,0.0,
1236,51,2023-02-21,CREATED,0.0,
1237,187,2024-06-22,POSTPONED,0.0,Perfectionism / fear of failure
1238,308,2024-11-25,CREATED,0.0,
1239,206,2024-10-26,ABANDONED,0.0,Lack of time
1240,40,2025-03-03,PLANNED,0.0,
1241,217,2023-05-07,CREATED,0.0,
1242,65,2025-07-05,CONTINUED,0.3,
1243,282,2023-05-02,CONTINUED,5.3,
1244,110,2024-11-15,CREATED,0.0,
1245,13,2023-08-13,RESEARCHED,0.0,
1246,234,2023-06-12,PLANNED,0.0,
1247,160,2024-06-02,RESEARCHED,60.0,
1248,235,2023-09-29,CREATED,0.0,
1249,34,2025-02-11,RESEARCHED,0.7,
1250,225,2024-05-01,POSTPONED,0.0,Competing priorities
1251,171,2024-11-30,PLANNED,0.0,
1252,135,2023-03-29,CREATED,0.0,
1253,120,2025-03-17,RESEARCHED,1.6,
1254,120,2025-04-17,RESEARCHED,2.7,
1255,173,2023-09-11,CONTINUED,4.3,
1256,92,2024-11-19,CREATED,0.0,
1257,263,2023-12-05,POSTPONED,0.0,Lost interest
1258,17,2023-03-09,CREATED,0.0,
1259,25,2024-05-21,COMPLETED,0.0,
1260,315,2024-02-10,CREATED,0.0,
1261,224,2025-07-10,RESEARCHED,1.0,
1262,283,2023-02-27,CREATED,0.0,
1263,49,2024-02-03,POSTPONED,0.0,Lack of time
1264,209,2024-11-26,RESEARCHED,1.4,
1265,257,2023-09-01,RESEARCHED,2.0,
1266,55,2024-01-15,CONTINUED,1.3,
1267,170,2024-04-07,CONTINUED,0.9,
1268,273,2025-05-01,CREATED,0.0,
1269,237,2023-11-20,ABANDONED,0.0,No accountability
1270,304,2025-05-01,CREATED,0.0,
1271,91,2023-10-18,CREATED,0.0,
1272,4,2025-01-03,CREATED,0.0,
1273,120,2025-03-12,RESEARCHED,0.5,
1274,210,2023-11-13,CREATED,0.0,
1275,10,2024-12-22,CREATED,0.0,
1276,7,2023-07-05,ABANDONED,0.0,Competing priorities
1277,39,2024-01-04,PLANNED,0.0,
1278,127,2024-03-20,RESEARCHED,1.8,
1279,232,2025-04-01,RESEARCHED,2.0,
1280,299,2023-01-19,CREATED,0.0,
1281,127,2024-04-21,POSTPONED,0.0,Lack of money
1282,174,2023-05-09,RESEARCHED,1.2,
1283,101,2025-01-23,CONTINUED,0.5,
1284,309,2025-07-19,CONTINUED,0.0,
1285,59,2024-06-15,RESEARCHED,0.4,
1286,292,2025-03-19,CREATED,0.0,
1287,286,2024-07-21,CREATED,0.0,
1288,303,2023-06-25,RESEARCHED,1.2,
1289,8,2025-04-27,RESEARCHED,0.9,
1290,304,2025-06-18,PLANNED,0.0,
1291,231,2023-08-01,CREATED,0.0,
1292,26,2025-01-19,ABANDONED,0.0,Low energy / burnout
1293,308,2025-03-05,CONTINUED,2.2,
1294,18,2024-02-22,RESEARCHED,0.5,
1295,17,2023-03-29,RESEARCHED,0.9,
1296,278,2023-08-30,CREATED,0.0,
1297,215,2023-05-25,CREATED,0.0,
1298,173,2023-08-15,PLANNED,0.0,
1299,5,2024-10-30,POSTPONED,0.0,Blocked by dependency
1300,227,2025-03-29,CONTINUED,3.7,
1301,68,2025-05-04,CREATED,0.0,
1302,82,2023-10-02,RESEARCHED,0.6,
1303,169,2025-04-13,CREATED,0.0,
1304,223,2024-02-25,PLANNED,0.0,
1305,160,2024-05-31,RESEARCHED,0.3,
1306,34,2025-01-19,RESEARCHED,0.9,
1307,50,2023-10-31,CREATED,0.0,
1308,311,2025-07-26,ABANDONED,0.0,Lost interest
1309,199,2024-05-24,CREATED,0.0,
1310,60,2023-10-30,RESEARCHED,1.9,
1311,285,2024-09-21,CREATED,0.0,
1312,222,2023-05-29,PLANNED,0.0,
1313,88,2024-08-21,PLANNED,0.0,
1314,205,2024-12-17,CREATED,0.0,
1315,233,2023-05-24,RESEARCHED,1.6,
1316,176,2024-05-28,ABANDONED,0.0,Lack of motivation
1317,282,2023-03-11,CREATED,0.0,
1318,2,2023-05-18,ABANDONED,0.0,No accountability
1319,289,2024-12-10,POSTPONED,0.0,Low energy / burnout
1320,222,2023-04-29,RESEARCHED,4.7,
1321,39,2023-12-05,RESEARCHED,0.4,
1322,79,2025-07-01,RESEARCHED,1.0,
1323,291,2024-04-14,STARTED,0.0,
1324,131,2023-10-10,RESEARCHED,0.8,
1325,287,2024-11-30,POSTPONED,0.0,Blocked by dependency
1326,111,2023-08-18,CONTINUED,4.9,
1327,108,2025-07-19,CONTINUED,0.8,
1328,247,2025-07-22,COMPLETED,0.0,
1329,14,2024-06-30,CREATED,0.0,
1330,224,2025-06-25,CREATED,0.0,
1331,96,2023-08-14,RESEARCHED,0.0,
1332,133,2024-02-07,RESEARCHED,0.2,
1333,284,2024-04-07,CREATED,0.0,
1334,5,2024-08-26,CREATED,0.0,
1335,157,2025-03-27,STARTED,0.0,
1336,186,2025-02-16,RESEARCHED,1.6,
1337,2,2023-03-31,CREATED,0.0,
1338,28,2024-09-05,CREATED,0.0,
1339,45,2023-10-13,CREATED,0.0,
1340,299,2023-03-11,CONTINUED,1.1,
1341,55,2024-02-28,CONTINUED,0.4,
1342,223,2024-01-21,RESEARCHED,0.0,
1343,227,2025-05-01,POSTPONED,0.0,Lack of motivation
1344,78,2025-01-13,ABANDONED,0.0,Overestimated effort required
1345,148,2024-08-26,RESEARCHED,0.9,
1346,132,2024-05-21,CREATED,0.0,
1347,30,2023-09-04,CREATED,0.0,
1348,116,2024-04-26,CREATED,0.0,
1349,127,2024-09-17,COMPLETED,0.0,
1350,129,2025-03-15,RESEARCHED,0.0,
1351,57,2025-03-12,RESEARCHED,1.6,
1352,144,2023-11-06,PLANNED,0.0,
1353,41,2025-04-17,RESEARCHED,0.6,
1354,3,2023-08-12,CREATED,0.0,
1355,86,2025-02-07,REPLACED,0.0,Replaced by a different priority
1356,17,2023-05-17,POSTPONED,0.0,Overestimated effort required
1357,41,2025-06-03,PLANNED,0.0,
1358,232,2025-04-06,RESEARCHED,0.0,
1359,71,2024-10-16,RESEARCHED,0.0,
1360,243,2025-06-07,RESEARCHED,0.6,
1361,159,2023-06-06,CONTINUED,2.7,
1362,288,2023-06-02,CONTINUED,8.3,
1363,57,2025-04-14,POSTPONED,0.0,Competing priorities
1364,234,2023-07-27,CONTINUED,0.8,
1365,9,2024-08-13,RESEARCHED,1.0,
1366,202,2024-10-03,REPLACED,0.0,Replaced by a different priority
1367,78,2024-12-16,RESEARCHED,0.2,
1368,308,2024-12-20,RESEARCHED,1.2,
1369,197,2023-10-23,PLANNED,0.0,
1370,68,2025-05-24,RESEARCHED,2.3,
1371,218,2025-04-23,RESEARCHED,1.7,
1372,267,2024-08-10,CONTINUED,0.8,
1373,78,2024-11-26,CREATED,0.0,
1374,242,2024-06-27,CREATED,0.0,
1375,25,2023-11-23,POSTPONED,0.0,Lack of motivation
1376,133,2024-03-18,CONTINUED,3.0,
1377,219,2024-09-21,POSTPONED,0.0,Low energy / burnout
1378,320,2023-09-08,RESEARCHED,1.1,
1379,30,2023-12-26,CONTINUED,1.4,
1380,228,2023-11-18,RESEARCHED,0.4,
1381,306,2024-03-17,CONTINUED,7.0,
1382,131,2023-11-25,POSTPONED,0.0,Blocked by dependency
1383,127,2024-08-13,CONTINUED,1.1,
1384,69,2023-03-31,STARTED,0.0,
1385,129,2025-03-04,CREATED,0.0,
1386,153,2024-10-14,RESEARCHED,4.0,
1387,137,2023-04-25,RESEARCHED,1.3,
1388,189,2024-04-28,RESEARCHED,4.2,
1389,176,2024-05-12,PLANNED,0.0,
1390,35,2024-10-27,CREATED,0.0,
1391,25,2023-12-09,PLANNED,0.0,
1392,177,2024-08-30,ABANDONED,0.0,Perfectionism / fear of failure
1393,170,2024-02-27,CONTINUED,0.0,
1394,166,2024-03-22,CREATED,0.0,
1395,186,2025-05-13,CONTINUED,0.9,
1396,276,2025-07-28,CONTINUED,2.3,
1397,263,2023-10-25,RESEARCHED,0.7,
1398,246,2023-06-06,CREATED,0.0,
1399,9,2025-01-13,COMPLETED,0.0,
1400,22,2025-03-22,CREATED,0.0,
1401,78,2025-01-13,ABANDONED,0.0,Overestimated effort required
1402,76,2024-01-25,CONTINUED,2.8,
1403,135,2023-06-18,STARTED,0.0,
1404,49,2023-11-08,RESEARCHED,0.6,
1405,56,2024-02-10,CREATED,0.0,
1406,80,2023-03-13,RESEARCHED,0.6,
1407,39,2023-11-12,RESEARCHED,0.8,
1408,227,2024-12-03,CREATED,0.0,
1409,212,2023-11-16,CONTINUED,2.0,
1410,71,2024-10-19,RESEARCHED,1.0,
1411,18,2024-05-26,ABANDONED,0.0,Lack of time
1412,53,2024-12-08,RESEARCHED,4.6,
1413,69,2023-08-11,REPLACED,0.0,Replaced by a different priority
1414,267,2024-01-25,CREATED,0.0,
1415,41,2025-06-09,CONTINUED,3.3,
1416,97,2025-07-05,STARTED,0.0,
1417,139,2024-02-20,ABANDONED,0.0,Blocked by dependency
1418,134,2024-12-19,CREATED,0.0,
