log_id,intention_id,title,category,motivation,date_created,event_date,event_type,hours_spent,perceived_importance,urgency,personal_interest,career_relevance,estimated_effort_hours,has_deadline,deadline_date,note
716,187,Write a long-overdue message,relationships,Personal growth,05-22-2024,29/05/2024,RESEARCHED,0.8,2.0,,1.0,1.0,12.1,0,,
717,39,start a freelance side gig,SideProject,Financial security,2023-10-13,27/07/2024,Postponed,0.0,2.0,3.0,3.0,1.0,9.5,No,,Unclear next step
718,111,Learn to cook healthier meals,FITNESS & HEALTH,Career advancement,11 May 2023,08/06/2023,RESEARCHED,0.9,3.0,2.0,4.0,1.0,11.1,FALSE,,
719,185,Start a photography project,CREATIVE ,Obligation / should-do,2024/08/08,29 Aug 2024,Research,0.9,4.0,very low,3.0,1.0,23.9,no,,
720,28,Start a small blog,SideProject,Career advancement,09-05-2024,2024-10-19,Research,0.3,,1.0,3.0,,2.7,,,
721,289,Learn basic public speaking,learning and skills,Creative expression,2024/10/23,2024/11/30,RESEARCHED,1.0,3.0,4.0,3.0,1.0,11.7,yes,2025-01-08,
722,148,Research a relocation destination,TRAVEL ,Career advancement,13/08/2024,18/08/2024,researching,0.6,3.0,2.0,4.0,3.0,20.3,FALSE,,
723,15,CREATE A TRAVEL BUDGET, Travel,Financial security,2023/10/04,04/10/2023,Created,0.0,,4.0,3.0,3.0,0.8,N,,
724,134,PLAN A SAVINGS GOAL,Finance,Career advancement,12-19-2024,05-05-2025,Continued,3.1,,2.0,5.0,1.0,21.8,FALSE,,
725,299,Build an automation script,side project,Personal growth,2023/01/19,09/02/2023,planning,0.0,2.0,5.0,2.0,2.0,32.7,0,,
726,91,Start going to the gym 3x/week,Fitness and Health,Curiosity / fun,2023/10/18,2024/02/16,worked on it,2.1,medium,3.0,2.0,2.0,5.1,FALSE,,
727,214,Plan a weekend getaway, Travel,Health & wellbeing,02-03-2025,09 Jun 2025,CONTINUED,1.5,1.0,1.0,4.0,1.0,11.2,No,,
728,311, Build a portfolio website  ,CAREER,Health & wellbeing,06-14-2025,2025-07-05,RESEARCHED,0.8,3.0,2.0,2.0,1.0,6.7,no,,
729,249,Learn touch typing,LEARNING & SKILLS,Obligation / should-do,29 Dec 2023,2024-01-03,researching,1.3,2.0,2.0,2.0,1.0,4.6,0,,
730,9,Plan a family visit,relationships,Curiosity / fun,2024-07-19,06/11/2024,continued work,1.0,4.0,2.0,3.0,1.0,2.2,FALSE,,
731,168,Learn conversational Spanish,Learning & Skills,Creative expression,2023/12/04,25 Dec 2023,RESEARCHED,0.6,3.0,,2.0,3.0,6.7,FALSE,,
732,255,set up a filing system,home/admin,Obligation / should-do,01-07-2023,07/01/2023,created,0.0,4.0,3.0,2.0,,24.3,True,2023-02-26,
733,34,CONTRIBUTE TO AN OPEN-SOURCE PROJECT,side project,Social connection,17/01/2025,2025-01-29,Research,3.3,3.0,,5.0,2.0,4.1,No,,
734,148,Research a relocation destination,TRAVEL ,Career advancement,13 Aug 2024,2024-08-13,CREATED,0.0,3.0,,4.0,3.0,20.3,N,,
735,26,Ask for a performance review,Career,Health & wellbeing,2024-05-27,2024-10-15,CONTINUED,1.5,5.0,1.0,2.0,2.0,5.2,0,,
736,282,Learn to cook healthier meals,Fitness and Health,Social connection,2023/03/11,02/04/2023,Research,0.5,2.0,,5.0,1.0,,No,,
737,163,Start a puzzle-solving habit,hobby,Career advancement,27/01/2023,2023-03-18,Research,1.6,2.0,2.0,5.0,1.0,20.7,Yes,2023-08-01,
738,15,Create a travel budget,TRAVEL ,Financial security,2023/10/04,25/10/2023,Researched,,3.0,4.0,3.0,,0.8,No,,
739,181,Update personal records,HOME & ADMIN,Social connection,2023-10-01,2023/11/06,PLANNED,0.0,3.0,2.0,3.0,2.0,9.7,N,,
740,69,Call an old friend,Relationships,Career advancement,12/02/2023,2023-08-03,worked on it,4.4,2.0,2.0,3.0,1.0,5.3,No,,
741,55, Schedule regular calls with family  ,RELATIONSHIPS,Curiosity / fun,25/09/2023,28 Oct 2023,researching,0.8,4.0,1.0,4.0,1.0,3.4,Y,2024-04-09,
742,176,Write short stories weekly,Creativity,Personal growth,2024-04-17,2024-04-25,researching,1.2,,1.0,3.0,,23.8,N,,
743,238,start a freelance side gig,SideProject,Career advancement,04-14-2024,04-14-2024,CREATED,0.0,4.0,1.0,3.0,3.0,3.4,No,,
744,219,Read one book on statistics,LEARNING & SKILLS,Curiosity / fun,2024/04/27,2024/05/29,Began,0.0,3.0,2.0,4.0,2.0,15.8,Yes,2024-10-01,
745,206,Build an emergency fund,Financial,Career advancement,02 Aug 2024,16 Aug 2024,Planned,0.0,3.0,2.0,3.0,3.0,3.3,FALSE,,
746,205,Start a puzzle-solving habit,HOBBY,Obligation / should-do,2024/12/17,01-12-2025,Research,0.6,3.0,1.0,3.0,3.0,38.7,,,
747,295,Organize digital files,Home and Admin,Curiosity / fun,19/08/2024,16 Oct 2024,researching,1.1,4.0,,3.0,,4.0,False,,
748,55,schedule regular calls with family,relationships,Curiosity / fun,25/09/2023,07/04/2024,Completed,0.0,4.0,1.0,high,1.0,3.4,,2024-04-09,
749,297,Learn the basics of investing,Financial,Curiosity / fun,2024-01-21,10/04/2024,gave up,0.0,3.0,2.0,5.0,1.0,10.0,no,,Blocked by dependency
750,203,Track spending for a month,FINANCIAL,Obligation / should-do,05-15-2025,03/06/2025,Researched,0.5,4.0,2.0,5.0,1.0,39.0,0,,
751,184,Build a personal dashboard,SideProject,Curiosity / fun,2024-01-22,26/02/2024,Research,0.3,3.0,3.0,3.0,1.0,9.7,No,,
752,306,Plan a road trip route,travel,Creative expression,2023-10-19,01-05-2024,CONTINUED,3.5,,4.0,5.0,1.0,3.0,no,,
753,252,Complete a data visualization course,LEARNING & SKILLS,Health & wellbeing,15/05/2025,2025/06/28,researching,3.2,1.0,4.0,3.0,1.0,7.8,,,
754,197,Write a long-overdue message,Relationship,Personal growth,09-08-2023,02/03/2024,finished,,4.0,3.0,2.0,1.0,8.1,False,,
755,64,Plan a savings goal,FINANCIAL,Career advancement,2023-09-15,15 Sep 2023,Created,0.0,3.0,3.0,3.0,2.0,7.3,no,,
756,26,Ask for a performance review,Career ,Health & wellbeing,2024-05-27,12-05-2024,Continued,525.0,5.0,1.0,2.0,2.0,5.2,N,,
757,244,Schedule regular calls with family,Relationship,Creative expression,28/06/2025,2025-07-23,Researched,0.6,4.0,1.0,3.0,1.0,56.3,TRUE,2025-10-06,
758,157,Research a relocation destination,Travel,Financial security,2024/12/04,18 Dec 2024,Researched,515.0,3.0,1.0,3.0,2.0,13.5,True,2025-02-23,
759,60,Start a photography project,Creativity,Social connection,2023/10/19,2024/01/04,Continued,1.3,2.0,,3.0,2.0,14.4,Y,2024-03-20,
760,63,Research investment options,Finance,Financial security,09-11-2024,2024-11-09,Postponed,0.0,,3.0,4.0,3.0,26.4,True,2024-12-21,Lack of money
761,108,Repair a strained relationship,Relationships,Financial security,2025-02-04,05-14-2025,postponed,0.0,3.0,1.0,2.0,2.0,4.9,0,,Lack of motivation
762,143,Read one book on statistics,LEARNING & SKILLS,Social connection,31/10/2023,2023/10/31,CREATED,0.0,3.0,low,2.0,3.0,7.9,yes,2023-12-29,
763,241,Start journaling regularly,Hobby,Curiosity / fun,09 Mar 2023,2023/04/06,delayed,0.0,3.0,2.0,,2.0,8.5,TRUE,2023-08-29,Lost interest
764,316,Plan a family visit,RELATIONSHIPS,Health & wellbeing,01-19-2024,29/04/2024,CONTINUED,1.1,3.0,1.0,4.0,1.0,3.9,TRUE,2024-04-23,
765,140,Reorganize the wardrobe,Home and Admin,Financial security,2023-10-05,08/10/2023,Research,0.7,,2.0,1.0,2.0,6.9,No,,
766,271,Start a small garden,Hobby,Social connection,27 Dec 2024,2025/01/18,researching,1.7,1.0,1.0,4.0,2.0,4.9,,,
767,259,Start a reading challenge,HOBBY,Personal growth,2023/03/28,06 Apr 2023,Researched,0.9,3.0,5.0,3.0,2.0,8.8,FALSE,,
768,221,Plan a family visit,RELATIONSHIPS,Social connection,2023-05-24,07-11-2023,Planned,0.0,,1.0,5.0,1.0,22.1,Y,2023-06-16,
769,62,learn conversational spanish,LEARNING & SKILLS,Personal growth,28/09/2023,06/10/2023,researching,0.9,3.0,4.0,2.0,3.0,6.8,1,2023-11-08,
770,271,Start a small garden,Hobbies,Social connection,2024/12/27,24/03/2025,gave up,0.0,1.0,1.0,4.0,2.0,4.9,0,,Overestimated effort required
771,91,Start going to the gym 3x/week,Fitness & Health,Curiosity / fun,18 Oct 2023,22 May 2024,Postponed,0.0,3.0,3.0,2.0,2.0,5.1,No,,Blocked by dependency
772,121,Start a home workout routine,Fitness & Health,Social connection,21/04/2023,11 May 2023,RESEARCHED,0.7,4.0,1.0,4.0,,11.8,False,,
773,200,START SKETCHING DAILY,CREATIVE ,Career advancement,15 Oct 2024,24/10/2024,researching,1.9,low,4.0,4.0,1.0,13.7,Y,2025-01-02,
774,169,Compare insurance providers,Finance,Career advancement,04-13-2025,2025-05-11,Researched,2.6,3.0,,2.0,3.0,9.5,,,
775,61,Learn basic calligraphy,Hobby,Social connection,14 Nov 2024,2025-01-19,Completed,,,1.0,high,2.0,8.0,FALSE,,
776,254,Start a puzzle-solving habit,Hobbies,Social connection,30/01/2023,2023-06-11,Done!,0.0,1.0,,2.0,1.0,24.8,True,2023-08-11,
777,125,START A HOUSEPLANT COLLECTION,Hobby,Curiosity / fun,2023/12/22,27/12/2023,Researched,2.0,2.0,3.0,5.0,2.0,34.3,N,,
778,51,Organize digital files,home/admin,Personal growth,21/02/2023,30 Apr 2023,Continued,-3.0,1.0,3.0,5.0,,2.1,FALSE,,
779,30,Finish a painting series,creative,Health & wellbeing,04 Sep 2023,2024-01-09,DONE,0.0,4.0,,1.0,2.0,10.7,0,,
780,297,Learn the basics of investing,FINANCIAL,Curiosity / fun,2024-01-21,10 Mar 2024,researching,1.1,3.0,2.0,very high,1.0,10.0,No,,
781,161,Learn the basics of investing,Finance,Health & wellbeing,2024-07-06,02/09/2024,Abandoned,0.0,4.0,1.0,3.0,1.0,5.5,FALSE,,Competing priorities
782,292,START A HOUSEPLANT COLLECTION,Hobbies,Curiosity / fun,19/03/2025,05-23-2025,gave up,0.0,1.0,3.0,3.0,2.0,15.0,No,,Lost interest
783,302,Build a personal dashboard,SideProject,Career advancement,05/05/2025,03/06/2025,researching,1.6,2.0,3.0,,2.0,30.9,0,,
784,130,Start a puzzle-solving habit,HOBBY,Health & wellbeing,11-27-2023,2023-11-27,CREATED,0.0,2.0,1.0,3.0,1.0,15.3,,,
785,170,Research a relocation destination,Travel,Obligation / should-do,11-19-2023,22/05/2024,gave up,,3.0,2.0,5.0,1.0,5.1,yes,2024-01-01,Lost interest
786,313,Research flights for a trip,travel,Health & wellbeing,31 May 2023,19 Jul 2023,Research,0.4,3.0,1.0,1.0,2.0,15.8,FALSE,,
787,100,learn to cook healthier meals,Fitness & Health,Social connection,05/04/2024,11 Jun 2024,RESEARCHED,2.2,3.0,1.0,3.0,1.0,2.4,Y,2024-06-21,
788,60,Start a photography project,Creative,Social connection,10-19-2023,04/04/2024,continued work,1.0,2.0,3.0,3.0,2.0,14.4,yes,2024-03-20,
789,14,Start journaling regularly,HOBBY,Personal growth,2024/06/30,15/07/2024,Research,1.1,4.0,2.0,4.0,1.0,4.6,False,,
790,133,Learn key phrases for a trip, Travel,Curiosity / fun,30/12/2023,2024/02/24,Planned,0.0,2.0,1.0,3.0,1.0,4.3,No,,
791,25,Renew an expiring document,home/admin,Creative expression,2023-10-28,08 Mar 2024,PUSHED BACK,0.0,4.0,very low,5.0,1.0,13.8,no,,Blocked by dependency
792,268,Build a personal dashboard,SIDE PROJECT,Curiosity / fun,05-03-2025,06-07-2025,Research,1.8,2.0,1.0,3.0,1.0,9.5,,,
793,312,Start a small blog,SideProject,Social connection,2023/10/19,05-11-2024,Completed,0.0,3.0,3.0,2.0,4.0,6.4,yes,2023-12-13,
794,188,Contribute to an open-source project,SideProject,Creative expression,2023-12-06,17 Dec 2023,researching,2.5,,1.0,4.0,,4.9,0,,
795,234,Learn SQL properly,Learning & Skills,Curiosity / fun,15/05/2023,2023-05-17,Research,1.5,5.0,4.0,4.0,3.0,17.6,1,2023-07-28,
796,39,start a freelance side gig,SideProject,Financial security,2023/10/13,2024/06/17,CONTINUED,3.9,2.0,3.0,3.0,1.0,9.5,FALSE,,
797,308,Try a new craft technique,creative,Creative expression,25 Nov 2024,06-15-2025,DONE,0.0,1.0,3.0,2.0,1.0,0.6,no,,
798,138,Redesign a personal art portfolio,Creativity,Creative expression,11-10-2024,2024-11-10,created,,3.0,2.0,2.0,2.0,12.2,False,,
799,61,Learn basic calligraphy,Hobby,Social connection,14/11/2024,10/01/2025,PLANNED,0.0,2.0,1.0,4.0,2.0,8.0,No,,
800,65,Learn touch typing,LEARNING & SKILLS,Curiosity / fun,29 Apr 2025,2025-05-09,Researched,0.2,3.0,3.0,2.0,5.0,3.3,Y,2025-05-13,
801,80,Learn a card or board game deeply,hobby,Curiosity / fun,09 Feb 2023,02-23-2023,RESEARCHED,1.2,2.0,1.0,very high,1.0,24.9,1,2023-06-14,
802,273,Collect and organize a hobby set,hobby,Curiosity / fun,2025-05-01,22 May 2025,RESEARCHED,0.6,3.0,3.0,,1.0,24.0,FALSE,,
803,282,Learn to cook healthier meals,FITNESS & HEALTH,Social connection,11 Mar 2023,15 Apr 2023,Planned,0.0,2.0,1.0,5.0,1.0,6.5,FALSE,,
804,174,Plan a trip itinerary, Travel,Financial security,05/05/2023,2023-05-28,Research,0.5,2.0,2.0,3.0,2.0,49.9,TRUE,2023-10-27,
805,174,Plan a trip itinerary, Travel,Financial security,05/05/2023,07 Oct 2023,PUSHED BACK,0.0,2.0,2.0,3.0,2.0,49.9,True,2023-10-27,Low energy / burnout
806,234,Learn SQL properly,LEARNING & SKILLS,Curiosity / fun,05-15-2023,25 Jun 2023,Started,0.0,5.0,4.0,4.0,3.0,17.6,True,2023-07-28,
807,126,Learn basic public speaking,LEARNING & SKILLS,Obligation / should-do,2024/10/25,2024-11-06,researching,1.6,,,3.0,2.0,21.9,No,,
808,63,Research investment options,FINANCIAL,Financial security,11/09/2024,2024/09/23,RESEARCHED,0.9,2.0,3.0,4.0,3.0,26.4,Y,2024-12-21,
809,182,Plan a savings goal,FINANCIAL,Creative expression,2024/08/16,2024-08-27,Research,3.8,3.0,1.0,4.0,3.0,57.2,False,,
810,296,Compare insurance providers,FINANCIAL,Health & wellbeing,13 May 2023,19/06/2023,planning,,,2.0,3.0,1.0,5.5,,,
811,285,Finish an online Python course,Learning & Skills,Obligation / should-do,21 Sep 2024,14/11/2024,researching,3.8,3.0,3.0,2.0,1.0,3.2,False,,
812,227,Organize digital files,home/admin,Curiosity / fun,03/12/2024,07 Feb 2025,Started,,3.0,3.0,,2.0,6.6,False,,
813,97,Prepare for technical interviews,CAREER,Creative expression,05-18-2025,16/07/2025,CONTINUED,1.3,3.0,1.0,1.0,2.0,4.1,Yes,2025-07-05,
814,165,Research flights for a trip,travel,Social connection,2024-10-29,07 Dec 2024,RESEARCHED,1.8,2.0,4.0,5.0,1.0,5.5,No,,
815,103,Improve sleep schedule,fitness/health,Personal growth,2023/08/25,25/08/2023,Created,0.0,medium,2.0,3.0,1.0,4.9,0,,
816,44,Finish an online Python course,LEARNING & SKILLS,Personal growth,16/07/2023,2023-07-16,CREATED,0.0,4.0,1.0,3.0,1.0,8.8,1,2023-11-21,
817,124,Learn to use Power BI,LEARNING & SKILLS,Health & wellbeing,20 May 2025,20/05/2025,created,0.0,3.0,2.0,4.0,3.0,10.0,N,,
818,277,Build a personal dashboard,SideProject,Curiosity / fun,07-18-2023,02/08/2023,planning,0.0,3.0,2.0,5.0,1.0,15.9,FALSE,,
819,218,Start a small garden,HOBBY,Curiosity / fun,22 Apr 2025,2025-05-27,postponed,,3.0,3.0,3.0,1.0,6.8,False,,Lack of money
820,27,Pay off a small debt,Finance,Personal growth,06 Jun 2023,2023-06-06,created,0.0,1.0,2.0,2.0,3.0,3.6,0,,
821,61,Learn basic calligraphy,Hobbies,Social connection,11-14-2024,01-14-2025,start,0.0,2.0,,4.0,2.0,8.0,N,,
822,111,Learn to cook healthier meals,Fitness and Health,Career advancement,05-11-2023,2023-10-17,completed,0.0,3.0,2.0,4.0,1.0,11.1,FALSE,,
823,101,Start a niche newsletter,SideProject,Health & wellbeing,2024/10/03,12/02/2025,postponed,0.0,4.0,4.0,1.0,,4.5,1,2025-02-06,No accountability
824,301,Improve sleep schedule,fitness/health,Health & wellbeing,2023-03-21,2023-05-08,PLANNED,0.0,4.0,1.0,2.0,1.0,7.0,FALSE,,
825,219,Read one book on statistics,Learning & Skills,Curiosity / fun,2024/04/27,22 Jun 2024,CONTINUED,0.7,3.0,2.0,4.0,2.0,15.8,Yes,2024-10-01,
826,206, Build an emergency fund  ,Financial,Career advancement,2024-08-02,08/08/2024,researching,0.8,3.0,2.0,3.0,3.0,3.3,no,,
827,160,Research a relocation destination,travel,Obligation / should-do,04-24-2024,2024/04/24,Created,0.0,4.0,2.0,4.0,1.0,8.4,,,
828,127,book a long-postponed trip,TRAVEL ,Creative expression,19 Mar 2024,2024-07-12,CONTINUED,2.3,1.0,4.0,3.0,1.0,3.3,0,,
829,243,Finish an online Python course,learning and skills,Financial security,23 May 2025,09 Jun 2025,Researched,3.8,1.0,1.0,2.0,3.0,6.3,no,,
830,58,Plan a weekend getaway,TRAVEL ,Health & wellbeing,2024-07-30,08-23-2024,researching,0.5,1.0,2.0,4.0,,4.7,FALSE,,
831,25,Renew an expiring document,Home and Admin,Creative expression,2023-10-28,07 Feb 2024,Continued,4.2,4.0,1.0,5.0,1.0,13.8,N,,
832,49,set up automatic savings,financial,Creative expression,2023-10-20,14/01/2024,CONTINUED,1.0,2.0,2.0,4.0,3.0,2.8,N,,
833,130,Start a puzzle-solving habit,Hobby,Health & wellbeing,27/11/2023,18 Apr 2024,CONTINUED,,2.0,1.0,3.0,1.0,15.3,N,,
834,28,Start a small blog,SideProject,Career advancement,05 Sep 2024,09-25-2024,researching,4.0,4.0,,3.0,3.0,2.7,no,,
835,222,Research a relocation destination,travel,Personal growth,10/04/2023,17/05/2023,researching,0.3,2.0,3.0,2.0,1.0,45.7,Yes,2023-09-08,
836,108,REPAIR A STRAINED RELATIONSHIP,RELATIONSHIPS,Financial security,2025/02/04,2025-03-02,researching,0.6,3.0,1.0,2.0,2.0,4.9,No,,
837,313,Research flights for a trip,Travel,Health & wellbeing,05-31-2023,2023-09-14,abandoned,0.0,3.0,1.0,1.0,2.0,15.8,No,,Unclear next step
838,182,Plan a savings goal,financial,Creative expression,08-16-2024,11/10/2024,Continued,1.1,3.0,1.0,4.0,3.0,57.2,,,
839,73,Update personal records,Home & Admin,Financial security,2025-04-01,2025/04/27,researching,1.0,3.0,4.0,3.0,2.0,15.2,,,
840,214,Plan a weekend getaway,travel,Health & wellbeing,2025/02/03,12 Apr 2025,Planned,0.0,1.0,very low,4.0,1.0,11.2,False,,
841,164,Plan a savings goal,Financial,Personal growth,11/02/2023,02 Mar 2023,RESEARCHED,0.2,1.0,,,2.0,21.3,False,,
842,165,Research flights for a trip,TRAVEL ,Social connection,2024-10-29,29/10/2024,CREATED,0.0,2.0,4.0,5.0,1.0,,no,,
843,258,Renew an expiring document,Home & Admin,Curiosity / fun,14 Jan 2024,16/02/2024,researching,0.6,1.0,,4.0,1.0,1.2,N,,
844,284, Track spending for a month  ,financial,Social connection,07/04/2024,2024-04-21,RESEARCHED,0.3,4.0,2.0,3.0,4.0,12.9,Yes,2024-07-24,
845,312,Start a small blog,SideProject,Social connection,2023-10-19,2023-12-19,STARTED ,0.0,3.0,3.0,2.0,4.0,6.4,,2023-12-13,
846,174,Plan a trip itinerary,travel,Financial security,05/05/2023,2023-06-19,Research,1.4,2.0,2.0,3.0,2.0,49.9,1,2023-10-27,
847,158,Plan a family visit,relationships,Social connection,11/07/2024,25/08/2024,RESEARCHED,1.8,4.0,3.0,,1.0,1.8,1,2024-09-01,
848,70,FIX A RECURRING HOUSEHOLD ISSUE,home/admin,Curiosity / fun,2024-11-29,2024-12-31,replaced by something else,0.0,3.0,1.0,1.0,1.0,6.7,Yes,2025-01-08,Replaced by a different priority
849,287,Plan a road trip route,travel,Creative expression,2024-10-29,09/12/2024,planning,0.0,medium,3.0,4.0,1.0,7.0,1,2025-04-15,
850,69,CALL AN OLD FRIEND,relationships,Career advancement,12 Feb 2023,2023/03/02,researching,0.7,2.0,2.0,3.0,1.0,5.3,FALSE,,
851,153,Plan a savings goal,FINANCIAL,Financial security,2024/09/27,27/09/2024,created,0.0,2.0,2.0,5.0,2.0,23.0,1,2024-11-05,
852,244,Schedule regular calls with family,RELATIONSHIPS,Creative expression,2025/06/28,19 Jul 2025,researching,0.7,4.0,1.0,3.0,1.0,56.3,Y,2025-10-06,
853,167,Study for a certification exam,Learning&Skills,Curiosity / fun,23 Dec 2023,25 Dec 2023,RESEARCHED,0.2,1.0,1.0,2.0,1.0,7.9,No,,
854,51,Organize digital files,HOME & ADMIN,Personal growth,2023-02-21,18/05/2023,worked on it,515.0,1.0,3.0,5.0,2.0,2.1,no,,
855,55,Schedule regular calls with family,RELATIONSHIPS,Curiosity / fun,2023-09-25,03/04/2024,CONTINUED,,4.0,1.0,4.0,1.0,3.4,1,2024-04-09,
856,84,Automate a recurring bill payment,Home & Admin,Curiosity / fun,13/03/2023,05/04/2023,RESEARCHED,1.0,2.0,4.0,3.0,2.0,8.7,,,
857,304,Improve sleep schedule,Fitness & Health,Personal growth,2025/05/01,14/05/2025,Researched,6.1,3.0,4.0,4.0,1.0,43.3,0,,
858,312,Start a small blog,Side Project,Social connection,2023/10/19,29/01/2024,Continued,0.9,3.0,3.0,2.0,,6.4,Y,2023-12-13,
859,62,Learn conversational Spanish,Learning&Skills,Personal growth,28/09/2023,2023-10-21,Postponed,0.0,3.0,4.0,2.0,3.0,6.8,TRUE,2023-11-08,Unclear next step
860,72,Cut down on sugar,fitness/health,Personal growth,21 Jun 2025,24/06/2025,Research,0.3,low,2.0,3.0,1.0,3.9,False,,
861,9,Plan a family visit,Relationships,Curiosity / fun,2024-07-19,12-04-2024,Continued,6.6,4.0,2.0,3.0,1.0,2.2,No,,
862,6,Plan a date night routine,Relationships,Health & wellbeing,12/10/2023,2023/10/12,Created,0.0,3.0,1.0,3.0,1.0,6.3,True,2024-01-20,
863,111,Learn to cook healthier meals,Fitness & Health,Career advancement,05-11-2023,24 Aug 2023,worked on it,2.0,3.0,2.0,4.0,1.0,11.1,,,
864,25,Renew an expiring document,HOME & ADMIN,Creative expression,28 Oct 2023,14/11/2023,researching,0.7,4.0,1.0,very high,1.0,13.8,No,,
865,213,Build a personal dashboard,Side Project,Social connection,07/10/2023,2023/10/07,created,0.0,,1.0,4.0,1.0,5.9,no,,
866,85,Start a reading challenge,Hobby,Social connection,10 Nov 2024,28 Feb 2025,PUSHED BACK,,5.0,4.0,3.0,2.0,14.6,,,Lack of money
867,130,Start a puzzle-solving habit,Hobbies,Health & wellbeing,27/11/2023,05 Jan 2024,PLANNED,0.0,2.0,1.0,3.0,1.0,15.3,FALSE,,
868,13,SET UP A FILING SYSTEM,home/admin,Health & wellbeing,2023-08-03,18 Aug 2023,Postponed,0.0,2.0,2.0,2.0,1.0,,0,,Competing priorities
869,161,Learn the basics of investing,Finance,Health & wellbeing,2024-07-06,07-11-2024,researching,0.3,4.0,1.0,3.0,1.0,5.5,no,,
870,111,Learn to cook healthier meals,FITNESS & HEALTH,Career advancement,11/05/2023,2023-05-17,RESEARCHED,1.1,3.0,2.0,4.0,1.0,11.1,no,,
871,169,Compare insurance providers,financial,Career advancement,13 Apr 2025,21/06/2025,Research,1.7,3.0,3.0,2.0,3.0,9.5,False,,
872,219, Read one book on statistics  ,Learning&Skills,Curiosity / fun,27/04/2024,01/07/2024,Postponed,0.0,medium,2.0,4.0,2.0,15.8,yes,2024-10-01,Lack of time
873,95,Repair a strained relationship,RELATIONSHIPS,Career advancement,2024-02-14,06/03/2024,researching,3.6,low,1.0,1.0,2.0,35.9,1,2024-08-13,
874,238,Start a freelance side gig,SIDE PROJECT,Career advancement,2024/04/14,06/05/2024,Research,2.4,4.0,1.0,3.0,3.0,3.4,N,,
875,170,Research a relocation destination,travel,Obligation / should-do,2023-11-19,16/03/2024,postponed,0.0,,2.0,5.0,1.0,5.1,True,2024-01-01,Lack of motivation
876,73,Update personal records,Home and Admin,Financial security,2025-04-01,2025/04/15,Research,600.0,3.0,4.0,3.0,2.0,15.2,0,,
877,123,Practice a new software tool weekly,Learning & Skills,Financial security,08/12/2024,07 Jan 2025,researching,0.8,,2.0,,,73.8,No,,
878,94,Plan a trip itinerary,TRAVEL ,Financial security,26/06/2025,2025/06/29,Researched,0.2,2.0,3.0,4.0,1.0,4.9,N,,
879,202,Research visa requirements, Travel,Obligation / should-do,2024/08/24,08-24-2024,created,0.0,3.0,3.0,4.0,2.0,,N,,
880,85,Start a reading challenge,Hobbies,Social connection,2024-11-10,2025-01-02,continued work,11.9,5.0,4.0,3.0,2.0,14.6,False,,
881,135,Prototype a small app idea,Side Project,Creative expression,2023-03-29,25 Jul 2023,Continued,1.1,4.0,1.0,2.0,,2.3,1,2023-07-25,
882,70,Fix a recurring household issue,home/admin,Curiosity / fun,2024-11-29,2024-12-21,RESEARCHED,3.2,3.0,1.0,1.0,,6.7,TRUE,2025-01-08,
883,276,TRY A NEW CRAFT TECHNIQUE,CREATIVE ,Health & wellbeing,2025/03/08,22 Apr 2025,RESEARCHED,1.1,2.0,1.0,4.0,1.0,,Yes,2025-07-30,
884,114,Compare insurance providers,Finance,Curiosity / fun,02/12/2023,02/12/2023,CREATED,0.0,2.0,1.0,,1.0,6.0,Yes,2024-03-08,
885,87,Track spending for a month,financial,Obligation / should-do,16/07/2023,2023-07-16,New,0.0,1.0,,3.0,3.0,31.6,False,,
886,268,Build a personal dashboard,Side Project,Curiosity / fun,03/05/2025,2025/07/06,continued work,1.6,2.0,1.0,3.0,1.0,9.5,0,,
887,108,Repair a strained relationship,RELATIONSHIPS,Financial security,2025/02/04,04-15-2025,continued work,2.3,3.0,1.0,2.0,2.0,4.9,,,
888,259,Start a reading challenge,Hobbies,Personal growth,2023-03-28,2023/04/12,PLANNED,0.0,3.0,5.0,3.0,2.0,8.8,0,,
889,115,reconnect with a former colleague,Relationship,Obligation / should-do,02-09-2025,10/03/2025,Planned,0.0,3.0,4.0,3.0,1.0,17.2,,,
890,74,Build an emergency fund,Financial,Obligation / should-do,2025-03-17,03/05/2025,postponed,0.0,2.0,2.0,3.0,2.0,4.1,No,,Unclear next step
891,263,Plan a family visit,Relationship,Creative expression,2023/10/18,2023-12-19,Planned,0.0,3.0,3.0,5.0,2.0,8.2,0,,
892,312,Start a small blog,SIDE PROJECT,Social connection,2023-10-19,2024/03/14,continued work,0.3,3.0,3.0,2.0,4.0,6.4,1,2023-12-13,
893,54,Complete a data visualization course,Learning & Skills,Health & wellbeing,2024-08-15,2024-10-26,Researched,2.2,1.0,4.0,1.0,1.0,9.2,0,,
894,205,Start a puzzle-solving habit,Hobby,Obligation / should-do,2024/12/17,2025-01-05,Researched,1.4,3.0,1.0,3.0,3.0,38.7,FALSE,,
895,130,Start a puzzle-solving habit,Hobby,Health & wellbeing,11-27-2023,12-21-2023,researching,,2.0,1.0,3.0,1.0,15.3,No,,
896,7,STUDY FOR A CERTIFICATION EXAM,LEARNING & SKILLS,Curiosity / fun,2023-04-10,04-10-2023,New,0.0,2.0,4.0,3.0,,17.1,No,,
897,305,plan a solo trip,Travel,Financial security,02-25-2024,2024-04-06,PLANNED,0.0,4.0,3.0,3.0,1.0,5.8,N,,
